;INVENTARIO DE PRODUCTOS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;CODIGO;NOMBRE;FABRICANTE;DESCRIPCION; PRECIO VENTA ; PRECIO COMPRA ; UNIDAD ;STOCK EN ALMACEN;FECHA INGRESO;ENTRADA;SALIDA;STOCK; IMPORTE INVENTARIO ; PROVEEDOR ; Columna1 
;R_0026;Alcayata 3;;;;S/ 8.50; caja ;1;9/09/2024;0;0;1; S/. -   ;negociaciones generales;
;R_0027;Alcohol industrial desn;Martell;;S/ 18.00;;Gl;2;;0;0;2; S/. 36.00 ;;
;R_0028;ALDABA TROPICALIZADA;EL PUMA;"3""";;S/ 19.05; DOCENA ;1;4/07/2024;0;0;1; S/. -   ;;
;R_0029;Algod¢n;;;S/ 16.00;;;20;;0;0;20; S/. 320.00 ;;
;R_0030;"Alicate  6""";Khoper;;S/ 8.00;;unidad;4;;0;0;4; S/. 32.00 ;;
;R_0031;"Alicate  6""";Standard;;S/ 9.50;;unidad;1;;0;0;1; S/. 9.50 ;;
ARDILES;R_0032;"Alicate 8""";ingco;;S/ 14.00;S/ 10.00; unidad ;3;2/05/2024;0;0;3; S/. 42.00 ;;
;R_0033;"Alicate 8""";economico;215 g;S/ 8.00;S/ 4.20; unidad ;3;17/12/2024;0;0;3; S/. 24.00 ;ardiles;
;R_0034;Alicate Pelacable;EUROTOOLS;ALF-0.22;S/ 13.00;S/ 8.50; unidad ;3;29/04/2025;0;0;3; S/. 39.00 ;alfa;
;R_0035;Alicate Pelacable pro 7 calibres ALF-022;EUROTOOLS;pelacable 7 calibres;S/ 12.00;S/ 7.20; unidad ;3;16/12/2025;0;0;3; S/. 36.00 ;;
;R_0036;Alicate universal 6;INGCO;;S/ 10.00;S/ 7.10; unidad ;2;17/10/2025;0;0;2; S/. 20.00 ;;
;R_0037;"Alicate universal 6"" hcp08168";INGCO;"6""";S/ 11.50;S/ 7.00; unidad ;3;16/12/2025;0;0;3; S/. 34.50 ;;
;R_0038;"Alicate universal 8""";INGCO;;S/ 16.00;S/ 12.53; unidad ;2;17/10/2025;0;0;2; S/. 32.00 ;;
;R_0039;"Alicate universal 8""  alf 073";eurotools;"8"" economico";S/ 11.00;S/ 7.60; unidad ;3;16/12/2025;0;0;3; S/. 33.00 ;;
;R_0040;Alquitran industrial;derquin;galon;S/ 20.00;S/ 16.00;Gl;5;;0;0;5; S/. 100.00 ;;
;R_0041;"Angulo 1 1/2"" x 1/2""";;;;;;0;;0;0;0; S/. -   ;;
;R_0042;"Angulo 1 1/4"" x 1 1/4""";;;S/ 0.40;;unidad;;;0;0;0; S/. -   ;;
;R_0043;"angulo 1""x1/2""";;;S/ 0.40;;unidad;;;0;0;0; S/. -   ;;
;R_0044;"Angulo 2 1/2"" x 1""";;;;;;;;0;0;0; S/. -   ;;
;R_0045;"Angulo 2 1/2""x 1/2""";;;S/ 0.80;;unidad;;;0;0;0; S/. -   ;;
;R_0046;"Angulo 2"" x 1/2""";amarillo;;;;;;;0;0;0; S/. -   ;;
;R_0047;"Angulo 3/4"" x 1""";;;;;;;;0;0;0; S/. -   ;;
;R_0048;ANGULO 8x10 negro;Gema;c/Refuerzo negro 8x10;S/ 144.00;S/ 76.00; docena ;1;20/02/2025;0;0;1; S/. 144.00 ;alfa;
;R_0049;ANGULO C/REFUERZO;GEMA PERU;6X8 NEGRO;;S/ 30.48; DOCENA ;1;4/07/2024;0;0;1; S/. -   ;;
;R_0050;Angulo cama 2 1/2;EL PUMA;;S/ 6.00;S/ 3.00;JUEGO;6;;0;0;6; S/. 36.00 ;;
;R_0051;Angulo cama 3;;;S/ 8.00;; Juego(4) ;;;0;0;0; S/. -   ;;
;R_0052;Angulo cama 4;;;S/ 9.00;S/ 4.60; Juego(4) ;6;;0;0;6; S/. 54.00 ;;
;R_0053;Angulo con refuerzo 8 x 10 negro;;negro 8 x 10;S/ 120.00;S/ 76.00; docena ;;;0;0;0; S/. -   ;;
;R_0054;Angulo doble 4 huecos;4 huecos;40 x 40;S/ 44.00;S/ 24.00; ciento ;;19/02/2025;0;0;0; S/. -   ;;
;R_0055;Angulo doble 4 huecos;;50 x 50;;S/ 49.60; ciento ;;20/02/2025;0;0;0; S/. -   ;;
;R_0056;Angulo liviano;;1 1/2 x 1 1/2;;;;;11/02/2025;0;0;0; S/. -   ;;
;R_0057;Angulo liviano 1 x 1;;1 x 1 zincado;S/ 20.00;S/ 11.50; ciento ;2;24/03/2025;0;0;2; S/. 40.00 ;Negociaciones generales cia;
;R_0058;Angulo Perimetral;;drywall;S/ 10.00;S/ 5.10;;;;0;0;0; S/. -   ;;
;R_0059;Angulo Pesado 2x2;El puma;2x2;S/ 100.00;S/ 59.00; ciento ;2;24/03/2025;0;0;2; S/. 200.00 ;;
;R_0060;ANGULO PESADO 3x3 ;EL PUMA;3X3;S/ 130.00;S/ 86.00; CIENTO ;1;24/03/2025;0;0;1; S/. 130.00 ;;
;R_0061;"Aplicador Silicona 9""";INGCO;;S/ 13.00;S/ 8.60; unidad ;6;24/01/2025;0;0;6; S/. 78.00 ;;
;R_0062;arandela liv 1/4;;;S/ 12.00;S/ 6.00;Kg;25;;0;0;25; S/. 300.00 ;;
;R_0063;arandela liv 1/8 ;;zincado;S/ 14.00;; Kg ;10;;0;0;10; S/. 140.00 ;;
;R_0064;Arandela Neofreno 8;;;S/ 7.00;S/ 1.70;ciento;1;15/12/2025;0;0;1; S/. 7.00 ;;
;R_0065;Arandela neopreno 10;;;S/ 70.00;S/ 19.00; millar ;1;15/12/2025;0;0;1; S/. 70.00 ;negociaciones generales cia;
;R_0066;arandela Neopreno 12;;;S/ 70.00;S/ 20.00; millar ;2;20/02/2025;0;0;2; S/. 140.00 ;alfa;
;R_0067;Arandela pesada 1/4;;;S/ 12.00;S/ 6.00;Kg;1;;0;0;1; S/. 12.00 ;;
;R_0068;Arandela Pesada 3/8;;3/8 zincado;S/ 15.00;S/ 7.50; kg ;1;24/03/2025;0;0;1; S/. 15.00 ;Negociaciones generales cia;
;R_0069;ARANDELA PLANA PESADA ZINCADO;;1-Feb;;S/ 7.50; KG ;1;4/07/2024;0;0;1; S/. -   ;;
;R_0070;"Arco de sierra 12""";PRETUL;"M/AMARILLO 12""";S/ 18.00;S/ 11.36; unidad ;3;17/05/2024;0;0;3; S/. 54.00 ;;
;R_0071;"Arco de sierra 12""";INGCO;;S/ 30.00;S/ 23.00; unidad ;1;7/11/2025;0;0;1; S/. 30.00 ;alfa;
;R_0072;arco de sierra hhfs3068;INGCO;"300mm/ 12""";S/ 14.00;S/ 8.31; unidad ;3;16/12/2025;0;0;3; S/. 42.00 ;;
;R_0073;ARCODE SIERRA ;EUROTOOLS;;S/ 16.00;S/ 12.85; unidad ;6;11/10/2024;0;0;6; S/. 96.00 ;;
;R_0074;Armella C. 1 1/2;;;S/ 25.00;S/ 15.30; ciento ;1;20/02/2025;0;0;1; S/. 25.00 ;alfa;
;R_0075;armella cerrada 1 1/2;;;;S/ 15.50; ciento ;1;;0;0;1; S/. -   ;;
;R_0076;ASK09002 WINCHA PLASTICA CINTA METRICA 5M;;;S/ 7.00;S/ 5.09;;12;;0;0;12; S/. 84.00 ;;
;R_0077;atomizador;;chisguete rociador;S/ 2.00;;;15;;0;0;15; S/. 30.00 ;;
;R_0078;Azufre en polvo;derquin;kg;S/ 8.50;S/ 5.50;;;;0;0;0; S/. -   ;;
;R_0079;"Badilejo 7""";C&A;m/madera;S/ 6.00;S/ 3.00; unidad ;3;12/12/2024;0;0;3; S/. 18.00 ;ardiles;
;R_0080;Balanza 5Kg;;;S/ 20.00;S/ 13.90; unidad ;2;19/08/2024;0;0;2; S/. 40.00 ;Ferretools;
;R_0081;Baldosa vinil 60x60;;drywall;S/ 55.00;S/ 35.00;caja;;;0;0;0; S/. -   ;;
;R_0082;Barniz Marino;Issa;;S/ 56.00;S/ 46.00;GALON;4;1/07/2024;0;0;4; S/. 224.00 ;;
;R_0083;Barniz Marino;Paracas;;;;Gl;26;;0;0;26; S/. -   ;;
;R_0084;BARNIZ ROBLE;ISSA;PARA MADERA ROBLE;S/ 55.00;S/ 44.20; GALON ;4;1/07/2024;0;0;4; S/. 220.00 ;;
;R_0085;Barniz Roble;Martell;;;;Gl;1;;0;0;1; S/. -   ;;
;R_0086;Baygon espiral;baygon;mata mosquitos;S/ 0.70;S/ 0.34; unidad ;20;17/05/2024;0;0;20; S/. 14.00 ;;
;R_0087;Bencina solvente;derquin;galon 3.3L;S/ 22.00;S/ 18.00;und;4;;0;0;4; S/. 88.00 ;;
;R_0088;"Bisagra 1""";Halcon;Bisagra remachada;;;caja(12par);2;;0;0;2; S/. -   ;;
;R_0089;Bisagra 2 1/2;Sigma;2 1/2;;;caja(12par);1.4;;0;0;1.4; S/. -   ;;
;R_0090;Bisagra 4; ;P / escalera;S/ 10.00;S/ 6.50; par ;24;15/02/2025;0;0;24; S/. 240.00 ;;
;R_0091;Bisagra 6;;p/ Escalera;S/ 10.00;S/ 6.50; par ;12;24/02/2025;0;0;12; S/. 120.00 ;Negociaciones generales cia;
;R_0092;Bisagra Ajustable de reten;Aster;INTERIOR;;;unidad;3;;0;0;3; S/. -   ;;
;R_0093;Bisagra Capuch 3;Rino;caja 12 par;S/ 24.00;;caja(6par);17;;0;0;17; S/. 408.00 ;;
;R_0094;Bisagra Capuch 3;Rino;par(2 unid);S/ 4.50;;Par;;;0;0;0; S/. -   ;;
;R_0095;Bisagra Capuch 4;;"4""";;;caja(6par);5;;0;0;5; S/. -   ;;
;R_0096;"Bisagra Capuch 4""";Indusmel;;S/ 9.00;;Par;;;0;0;0; S/. -   ;;
;R_0097;"Bisagra Fija 1 1/2""";Halcon;"1 1/2""";;;caja(12par);2;;0;0;2; S/. -   ;;
;R_0098;"Bisagra fija 2 """;Indusmel;"2""";;;caja(12par);3;;0;0;3; S/. -   ;;
;R_0099;"Bisagra fija 2 1/2 """;;;;;;;;0;0;0; S/. -   ;;
;R_0100;Bisagra Fija 3 1/2;Rino;"3""";S/ 21.00;;caja(12par);2;;0;0;2; S/. 42.00 ;;
;R_0101;Bisagra fija 3 1/2;;3 1/2 alum;;S/ 29.00; docena ;;21/02/2025;0;0;0; S/. -   ;;
;R_0102;"BISAGRA FIJA 3""";;"ALUMINIZADA 3""";S/ 26.00;S/ 20.00; CAJA ;20;4/07/2024;0;0;20; S/. 520.00 ;;
;R_0103;"Bisagra Fija 4""";Indusmel;"4""";S/ 27.00;;caja(6par);1;;0;0;1; S/. 27.00 ;;
;R_0104;Bisagra Nylon;Fexaro;"3"" X 2 1/2""";;;unidad;1;;0;0;1; S/. -   ;;
;R_0105;Broca 1/2;hss;dorado;;S/ 7.40; unidad ;5;9/09/2024;0;0;5; S/. -   ;negociaciones generales;
;R_0106;Broca 1/4;EUROTOOLS;P/concreto 1/4;S/ 4.00;S/ 1.78; unidad ;10;1/05/2025;0;0;10; S/. 40.00 ;alfa;
;R_0107;Broca 1/8;hss;dorado;;S/ 0.75; unidad ;50;9/09/2024;0;0;50; S/. -   ;negociaciones generales;
;R_0108;Broca 3/16;;;S/ 3.00;S/ 1.10; unidad ;1;17/11/2025;0;0.25;0.75; S/. 2.25 ;;
;R_0109;BROCA 3/32;WINGS;METAL;S/ 2.00;S/ 0.65; UNIDAD ;10;11/07/2024;0;0;10; S/. 20.00 ;;
;R_0110;Broca 3/32;hss;dorado;;S/ 0.45; unidad ;20;9/09/2024;0;0;20; S/. -   ;negociaciones generales;
;R_0111;Broca 3/8;;dorado;;S/ 4.40; unidad ;5;24/03/2025;0;0;5; S/. -   ;Negociaciones generales cia;
;R_0112;Broca 5/16;EUROTOOLS;P/Concreto 5/16;S/ 6.00;S/ 2.50; unidad ;10;2/05/2025;0;0;10; S/. 60.00 ;alfa;
;R_0113;Broca 5/32;hss;dorado;;S/ 0.85; unidad ;40;9/09/2024;0;0;40; S/. -   ;negociaciones generales;
;R_0114;Broca 5/64;hss;dorado;;S/ 0.44; unidad ;20;9/09/2024;0;0;20; S/. -   ;negociaciones generales;
;R_0115;Broca 7/64;hss;dorado;;S/ 0.70; unidad ;20;9/09/2024;0;0;20; S/. -   ;negociaciones generales;
;R_0116;Broca concreto 1/4;eurotools;;S/ 4.00;S/ 1.78; unidad ;10;22/04/2025;0;0;10; S/. 40.00 ;;
;R_0117;Broca concreto 5/16;Eurotools;;S/ 5.00;S/ 2.50; unidad ;10;22/04/2025;0;0;10; S/. 50.00 ;;
;R_0118;Broca fierro 1/8;Eurotools;dorado;S/ 2.00;S/ 0.80; unidad ;10;21/02/2025;0;0;10; S/. 20.00 ;alfa;
;R_0119;Broca Fierro dorado 5/16;Eurotools;dorado;S/ 5.00;S/ 2.60; unidad ;10;21/02/2025;0;0;10; S/. 50.00 ;alfa;
;R_0120;broca hss 11/64;;;;S/ 1.00;;;;0;0;0; S/. -   ;;
;R_0121;broca hss 13/64;;;;S/ 1.25;;;;0;0;0; S/. -   ;;
;R_0122;broca hss 17/64;;;;S/ 1.90;;;;0;0;0; S/. -   ;;
;R_0123;broca hss 5/16;;;S/ 5.00;S/ 2.75; unidad ;50;9/09/2024;0;0;50; S/. 250.00 ;negociaciones generales;
;R_0124;broca hss 7/32;;;;S/ 1.30;;;;0;0;0; S/. -   ;;
;R_0125;broca hss 9/64;eurotools;P/Fierro dorado ;S/ 2.00;S/ 0.85; unidad ;10;22/04/2025;0;0;10; S/. 20.00 ;alfa;
;R_0126;"Brocha 1 1/2 """;Pionero;Mango naranja;S/ 2.00;;;1;;0;0;1; S/. 2.00 ;;
;R_0127;"Brocha 1""";Pionero;Mango naranja;S/ 1.70;;;9;;0;0;9; S/. 15.30 ;;
;R_0128;Brocha 1/2;eco;M/Madera;S/ 1.50;S/ 0.80;;12;1/04/2024;0;0;12; S/. 18.00 ;;
;R_0129;Brocha 1/2;Pionero;Mango naranja;S/ 1.00;;;6;;0;0;6; S/. 6.00 ;;
;R_0130;"Brocha 2 1/2""";Pionero;Mango naranja;S/ 4.50;;;1;;0;0;1; S/. 4.50 ;;
;R_0131;"BROCHA 2""";C&A;BROCHA DENYLON;S/ 4.00;S/ 1.49; unidad ;12;28/06/2024;0;0;12; S/. 48.00 ;;
;R_0132;"Brocha 3""";Pionero;Mango naranja;S/ 6.00;;;3;;0;0;3; S/. 18.00 ;;
;R_0133;"Brocha 3""";Tumi;mangoNegro;S/ 19.00;;;5;;0;0;5; S/. 95.00 ;;
;R_0134;"Brocha 3""";C&A;mango azul;S/ 5.00;;;5;;0;0;5; S/. 25.00 ;;
;R_0135;"Brocha 3/4""";Pionero;Mango naranja;S/ 1.50;;;4;;0;0;4; S/. 6.00 ;;
;R_0136;"Brocha 4""";C & A;De Nylon M/Madera;S/ 7.50;S/ 3.74; unidad ;6;17/05/2024;0;0;6; S/. 45.00 ;;
;R_0137;"Brocha 4""";Tumi;mango Negro;S/ 26.00;;;5;;0;0;5; S/. 130.00 ;;
;R_0138;"Brocha 5""";Pionero;Mango naranja;S/ 9.00;;;4;;0;0;4; S/. 36.00 ;;
;R_0139;BRONCE 1/2;;;S/ 6.00;S/ 2.50; unidad ;6;7/10/2024;0;0;6; S/. 36.00 ;;
;R_0140;‡;Fabina Constructor;4 X 40;S/ 30.00;S/ 26.00;millar;1;;0;0;1; S/. 30.00 ;;
;R_0141;c Scolta 120;cerradura;chapa 2 golpes;S/ 41.00;;unidad;2;;0;0;2; S/. 82.00 ;;
;R_0142;C Scolta 124;scolta;2 G cerradura blindada;S/ 45.00;S/ 35.00;;17;12/09/2024;0;0;17; S/. 765.00 ;cerradiras nacionales travex;
;R_0143;c Scolta 900;cerradura;Chapa 3 golpes;;;unidad;1;;0;0;1; S/. -   ;;
;R_0144;C travex 130;cerradura;Chapa 2 golpes;S/ 46.00;;unidad;2;;0;0;2; S/. 92.00 ;;
;R_0145;C Travex 333;travex;3 G cerradura blindada;S/ 55.00;S/ 43.00;;10;12/09/2024;0;0;10; S/. 550.00 ;cerraduras nacionales travex;
;R_0146;C Travex111;cerradura;chapa 2 golpes;;;;6;;0;0;6; S/. -   ;;
;R_0147;c Yanes 112B;cerradura;chapa 2 golpes;S/ 18.00;;unidad;38;;0;0;38; S/. 684.00 ;;
;R_0148;c Yanes 558B;cerradura;chapa 3 golpes;S/ 22.00;;;72;;0;0;72; S/. 1,584.00 ;;
;R_0149;cable;phelix;16AWG 16H 200/500v;S/ 2.00;;m;100;;0;0;100; S/. 200.00 ;;
;R_0150;Cable;indeco negro;THW90 450/750V 12AWG;S/ 2.20;;m;100;;0;0;100; S/. 220.00 ;;
;R_0151;cable;phelix;14 awg 14H 200/500V;S/ 1.00;;m;24;;0;0;24; S/. 24.00 ;;
;R_0152;Cable;Indeco;03/05kv2X16AWG gris;S/ 1.20;;m;15.5;;0;0;15.5; S/. 18.60 ;;
;R_0153;Cable;indeco rojo;THW-90 450/750V 14AWG;S/ 1.20;;m;80;;0;0;80; S/. 96.00 ;;
;R_0154;cable;indeco;03/05kv2X14AWG gris;S/ 1.40;;m;90;;0;0;90; S/. 126.00 ;;
;R_0155;cable;indeco rojo;TW80 450/750V 14AWG;S/ 1.20;;m;40;;0;0;40; S/. 48.00 ;;
;R_0156;Cable;indeco blanco;NH-80 450/750V 4mm2;S/ 1.80;;m;100;;0;0;100; S/. 180.00 ;;
;R_0157;Cable;Indeco blanco;THW90 450/750V 12AWG;S/ 1.40;;m;100;;0;0;100; S/. 140.00 ;;
;R_0158;cable acerado;eurotools;colgador;S/ 22.00;S/ 15.73; metro ;1;17/09/2024;0;0;1; S/. 22.00 ;ALFA;
;R_0159;cable vulcanizado;indeco;2X14 AWG NEGRO;S/ 6.00;S/ 3.50; METRO ;100;7/10/2024;0;0;100; S/. 600.00 ;;
;R_0160;CAJA DE 2 POLOS ADOSABLE;;;S/ 6.00;S/ 2.70; unidad ;6;13/02/2024;0;0;6; S/. 36.00 ;;
;R_0161;Caja Modular P/instalacion;COASPA;Caja p/ llave termica monof;S/ 5.00;;unidad;4;;0;0;4; S/. 20.00 ;;
;R_0162;caja Octagonal PVC;;;S/ 1.00;S/ 0.40; unidad ;100;2/09/2025;0;0;100; S/. 100.00 ;alfa;
;R_0163;caja P/llave termica monofasica;APG Electric;;S/ 8.50;;unidad;5;;0;0;5; S/. 42.50 ;;
;R_0164;caja P/llave termica trifasica;KBA;Caja p/ instalaciones de superficie;;;unidad;1;;0;0;1; S/. -   ;;
;R_0165;Caja para Medidor PVC Nacional;;;S/ 30.00;S/ 21.00; unidad ;1;2/09/2025;0;0;1; S/. 30.00 ;alfa;
;R_0166;CAJA PASE 4X4;;100X100 PVC;S/ 5.50;S/ 3.20; unidad ;6;17/09/2024;0;0;6; S/. 33.00 ;ALFA;
;R_0167;Caja Rectangular;;Luz;S/ 80.00;S/ 48.00; ciento ;1;2/04/2025;0;0;1; S/. 80.00 ;fabrode;
;R_0168;Cal nieve;Derquin;Desinfectante Natural;S/ 2.50;S/ 1.20;kg;5;;0;0;5; S/. 12.50 ;;
;R_0169;Calamina GALV;jr;3.6X0.14;S/ 16.00;S/ 13.00;unidad;30;25/06/2024;0;0;30; S/. 480.00 ;;
;R_0170;Calamina GALV;;3.6X0.18;S/ 25.00;;;;;0;0;0; S/. -   ;;
;R_0171;Calamina GALV;;3.6X0.20;;;;;;0;0;0; S/. -   ;;
;R_0172;Calamina GALV;;3.6X0.22;S/ 30.00;;;;;0;0;0; S/. -   ;;
;R_0173;Calamina GALV;;3.6X0.25;;;;;;0;0;0; S/. -   ;;
;R_0174;Calamina GALV;;3.6X0.30;S/ 49.00;;;;;0;0;0; S/. -   ;;
;R_0175;Calamina ROJO;;3.6X0.22;S/ 30.00;;unidad;;;0;0;0; S/. -   ;;
;R_0176;Calamina Trapezoidal 0.22;;Tr6 rojo 3.60x1.10x0.22;S/ 36.00;S/ 32.00; unidad ;100;20/05/2024;0;0;100; S/. 3,600.00 ;;
;R_0177;canaleta c/ sum;galv;3m;S/ 20.00;S/ 12.00;;;;0;0;0; S/. -   ;;
;R_0178;canaleta s/sum;galv;3m;S/ 18.00;S/ 11.00;;;;0;0;0; S/. -   ;;
;R_0179;Candado 30 MM;EUROTOOLS;HB011-1;S/ 6.00;S/ 2.25; unidad ;12;25/04/2025;0;0;12; S/. 72.00 ;alfa;
;R_0180;candado 30mm;prescot;acero;S/ 7.00;S/ 5.07; unidad ;6;19/02/2024;0;0;6; S/. 42.00 ;;
;R_0181;candado 40mm;prescot;acero;S/ 8.00;S/ 5.90; unidad ;6;19/02/2024;0;0;6; S/. 48.00 ;;
;R_0182;Candado 50 MM;EUROTOOLS;HB011-3;S/ 9.00;S/ 4.75; unidad ;12;23/04/2025;0;0;12; S/. 108.00 ;alfa;
;R_0183;Candado 60 MM;EUROTOOLS;HB011-4;S/ 12.00;S/ 6.70; unidad ;3;24/04/2025;0;0;3; S/. 36.00 ;alfa;
;R_0184;Candado anti cizalla 80 MM;INGCO;;S/ 50.00;S/ 40.00; unidad ;1;7/11/2025;0;0;1; S/. 50.00 ;alfa;
;R_0185;candado dor 60 mm;EUROTOOLS;60 mm;S/ 10.00;S/ 6.70; unidad ;3;28/03/2025;0;0;3; S/. 30.00 ;;
;R_0186;candado dor 75 mm;EUROTOOLS;75 mm;S/ 13.00;S/ 9.80; unidad ;3;29/03/2025;0;0;3; S/. 39.00 ;;
;R_0187;Capucha;;rojo;S/ 6.00;S/ 2.00;ciento;8;;0;0;8; S/. 48.00 ;;
;R_0188;Capucha;;gris;S/ 6.00;S/ 2.00;ciento;6.5;;0;0;6.5; S/. 39.00 ;;
;R_0189;Cautil 100 W;INGCO;regulable;S/ 26.00;S/ 20.30; unidad ;1;7/11/2025;0;0;1; S/. 26.00 ;alfa;
;R_0190;"Cepillo de copa de alambre 2"" WB30501";INGCO;"2""";S/ 4.50;S/ 2.18; unidad ;3;17/10/2025;0;0;3; S/. 13.50 ;alfa;
;R_0191;"Cepillo de copa de alambre 3"" WB30751";INGCO;3;S/ 5.00;S/ 2.64; unidad ;3;17/10/2025;6;0;9; S/. 45.00 ;;
;R_0192;Cera al Agua;Worsal;rojo;S/ 10.00;;Gl;3;;0;0;3; S/. 30.00 ;;
;R_0193;Cera al Agua;worsal;Blanco cono;S/ 10.00;;Gl;1;;0;0;1; S/. 10.00 ;;
;R_0194;ceradura perilla;wailec;;S/ 14.00;S/ 9.00;;36;;0;0;36; S/. 504.00 ;;
;R_0195;cerradura 2 golpe;phelix;;S/ 19.00;S/ 16.00;;30;;0;0;30; S/. 570.00 ;;
;R_0196;cerradura Andina Forte A130;Andina Forte A130;Chapa 2 golpes;;;unidad;4;;0;0;4; S/. -   ;;
;R_0197;Cerradura de Manija Cerrafor Peru;Cerrafor Peru ;Caja amarilla ;S/ 14.00;;unidad;1;;0;0;1; S/. 14.00 ;;
;R_0198;cerradura For Peru 559B;For Peru 559B;chapa 2 golpes;S/ 16.00;;;31;;0;0;31; S/. 496.00 ;;
;R_0199;cerradura For Peru TC2373A;For Peru TC2373A;chapa 3 golpes;S/ 23.00;;;11;;0;0;11; S/. 253.00 ;;
;R_0200;Cerradura Forte Bunker 240N;Forte Bunker 240N;Chapa 3 gopes ;S/ 75.00;;;4;;0;0;4; S/. 300.00 ;;
;R_0201;Cerradura interior Forte;Forte;Forte BP-007;S/ 35.00;;unidad;1;;0;0;1; S/. 35.00 ;;
;R_0202;CERROJO SANSON;CABALLITO;#03 FAMILIAR;;S/ 34.50; DOCENA ;2;4/07/2024;0;0;2; S/. -   ;;
;R_0203;CERROJO SANSON;;#02 Mediano;;S/ 17.20; DOCENA ;;;0;0;0; S/. -   ;;
